URL,size,outgoingUrls,type
https://www.nytimes.com/,1048576,136,text/html
https://www.nytimes.com/video,419264,114,text/html
https://www.nytimes.com/section/arts/television,560739,139,text/html
https://www.nytimes.com/2020/02/21/arts/television/pamela-adlon-favorite-things.html,338647,127,text/html
https://www.nytimes.com/2020/02/21/style/ejean-carroll-fired-elle.html,502141,121,text/html
https://www.nytimes.com/section/opinion/contributors,382515,117,text/html
https://www.nytimes.com/video/investigations,1048576,166,text/html
https://www.nytimes.com/2020/02/21/arts/television/better-call-saul-review.html,330935,112,text/html
https://www.nytimes.com/2019/06/27/us/politics/jean-carroll-trump-sexual-assault.html,1048576,114,text/html
https://www.nytimes.com/2020/02/21/opinion/richard-grenell-trump.html,304775,109,text/html
https://www.nytimes.com/section/us,899095,140,text/html
https://www.nytimes.com/2020/02/21/opinion/bipolar-disorder-psychosis.html,388235,109,text/html
https://www.nytimes.com/2020/02/20/arts/television/whats-on-tv-thursday-jojo-rabbit-and-on-point.html,336485,121,text/html
https://www.nytimes.com/subscription/cooking.html,24503,44,text/html
https://www.nytimes.com/video/magazine,1048576,166,text/html
https://www.nytimes.com/vi-assets/static-assets/ios-ipad-144x144-319373aaf4524d94d38aa599c56b8655.png,3148,0,image/png
https://www.nytimes.com/vi-assets/static-assets/story-0f2c2d7c973fcd90c8b9.js,1019124,0,application/javascript
https://www.nytimes.com/section/opinion/columnists,598216,119,text/html
https://www.nytimes.com/by/jessica-bennett,518826,121,text/html
https://www.nytimes.com/2020/02/20/arts/television/gentefied-netflix-review.html,328706,108,text/html
https://www.nytimes.com/2020/02/21/us/politics/national-archives-womens-march-photo.html,353385,113,text/html
https://www.nytimes.com/vi-assets/static-assets/related-coverage-chunk-efecc1fb5fa79f63ff87.js,9457,0,application/javascript
https://www.nytimes.com/2017/09/12/fashion/nina-garcia-elle.html,270863,108,text/html
https://www.nytimes.com/2020/02/21/sports/basketball/kobe-bryant-shaquille-oneal.html,460179,116,text/html
https://www.nytimes.com/by/kathryn-shattuck,260469,117,text/html
https://www.nytimes.com/2020/02/20/arts/television/better-call-saul-fresh-off-the-boat.html,301465,106,text/html
https://www.nytimes.com/2020/02/21/books/amazon-nazi-propaganda.html,309685,113,text/html
https://www.nytimes.com/2019/11/04/nyregion/jean-carroll-sues-trump.html?action=click&module=RelatedLinks&pgtype=Article,296312,110,text/html
https://www.nytimes.com/section/fashion/weddings,887360,214,text/html
https://www.nytimes.com/video/diaryofasong,1046463,151,text/html
https://www.nytimes.com/subscription?campaignId=37WXW,22691,20,text/html
https://www.nytimes.com/2020/02/20/arts/television/star-trek-picard-recap-episode-5.html,280254,106,text/html
https://www.nytimes.com/2020/02/21/us/wealth-test-supreme-court-sotomayor.html,338830,109,text/html
https://www.nytimes.com/2020/02/18/parenting/money-savings-children.html,327388,112,text/html
https://www.nytimes.com/2020/02/21/arts/the-umbrella-academy-you-look-like-death.html,293528,109,text/html
https://www.nytimes.com/2020/02/15/us/a-hunt-for-clues-in-hawaii-after-a-tourist-couple-falls-ill-with-coronavirus.html,367528,123,text/html
https://www.nytimes.com/2020/02/21/arts/television/diego-luna-narcos-mexico-netflix.html,307565,105,text/html
https://www.nytimes.com/section/opinion?pagetype=Homepage&action=click&module=Opinion,709696,195,text/html
https://www.nytimes.com/by/katherine-rosman,721349,120,text/html
https://www.nytimes.com/section/learning,626545,156,text/html
https://www.nytimes.com/video/latest-video,1048576,166,text/html
https://www.nytimes.com/2020/02/20/arts/television/we-are-the-dream.html,308781,109,text/html
https://www.nytimes.com/2020/02/21/business/boeing-737-max-investigation.html,385343,115,text/html
https://www.nytimes.com/2020/02/21/business/media/charles-hobson-who-helped-break-a-tv-color-line-dies-at-83.html,368625,116,text/html
https://www.nytimes.com/news-event/2020-election,913498,158,text/html
https://www.nytimes.com/2020/02/21/us/nevada-caucuses-economy.html,529401,142,text/html
https://www.nytimes.com/section/education,636050,139,text/html
https://www.nytimes.com/2020/02/21/arts/television/whats-on-tv-friday-the-last-thing-he-wanted-and-the-clone-wars.html,335318,124,text/html
https://www.nytimes.com/video/opinion/100000004502216/not-dead-yet.html,1048576,167,text/html
https://www.nytimes.com/section/theater,463271,149,text/html
https://www.nytimes.com/2020/02/21/us/politics/congress-spending-trump-wall.html,389881,117,text/html
https://www.nytimes.com/2020/02/21/opinion/sunday/billionaires-inequality-2020-election.html,373764,120,text/html
https://www.nytimes.com/2020/02/21/arts/hbo-max-friends-reunion.html,279959,113,text/html
https://www.nytimes.com/column/unhitched,266798,118,text/html
https://www.nytimes.com/video/op-docs,1048576,166,text/html
https://www.nytimes.com/subscription/gift?campaignId=3FQ4Y,168682,42,text/html
https://www.nytimes.com/newsletters/signup/WG,108797,96,text/html
https://www.nytimes.com/2020/01/25/fashion/weddings/invested-in-each-other-and-the-acela.html,345017,105,text/html
https://www.nytimes.com/section/world,987249,200,text/html
https://www.nytimes.com/2020/02/20/us/immigration-detention-bakersfield-mcfarland.html,470374,107,text/html
https://www.nytimes.com/2020/02/22/arts/television/whats-on-tv-saturday-whitmer-thomas-and-the-naacp-image-awards.html,321433,121,text/html
https://www.nytimes.com/video/how-we-got-here,515987,126,text/html
https://www.nytimes.com/2020/02/20/opinion/bernie-sanders-win-2020.html,383850,110,text/html
https://www.nytimes.com/section/movies,670417,162,text/html
https://www.nytimes.com/2020/02/21/us/jeremy-christian-guilty-of-murder-in-racist-portland-train-attack.html,378712,112,text/html
https://www.nytimes.com/2020/02/16/fashion/weddings/adrienne-mcgill-brian-adams.html,221118,103,text/html
https://www.nytimes.com/vi-assets/static-assets/collections-bd399dea9d4635af1e1a.js,445188,0,application/javascript
